total_volume,total_volume_sorted,smooth_bin_mean,smooth_bin_median,smooth_bin_boundaries
1005603.78,1047.82,1036.7020547945206,1035.0,1117.44
653560.14,1052.37,1036.7020547945206,1035.0,1117.44
657444.04,1053.73,1036.7020547945206,1035.0,1117.44
696281.81,1054.07,1036.7020547945206,1035.0,1117.44
709268.62,1057.26,1036.7020547945206,1035.0,1117.44
924993.61,1059.21,1036.7020547945206,1035.0,1117.44
823623.36,1059.69,1036.7020547945206,1035.0,1117.44
734721.29,1062.54,1036.7020547945206,1035.0,1117.44
783935.36,1069.67,1036.7020547945206,1035.0,1117.44
882754.72,1070.6,1036.7020547945206,1035.0,1117.44
821523.45,1076.23,1036.7020547945206,1035.0,1117.44
800603.23,1079.0,1036.7020547945206,1035.0,1117.44
772926.12,1081.18,1036.7020547945206,1035.0,1117.44
800194.34,1081.74,1036.7020547945206,1035.0,1117.44
850931.58,1082.44,1036.7020547945206,1035.0,1117.44
896298.77,1082.52,1036.7020547945206,1035.0,1117.44
862261.64,1083.03,1036.7020547945206,1035.0,1117.44
862840.73,1083.77,1036.7020547945206,1035.0,1117.44
955046.82,1083.8,1036.7020547945206,1035.0,1117.44
794310.29,1095.77,1036.7020547945206,1035.0,1117.44
949177.06,1098.66,1036.7020547945206,1035.0,1117.44
908661.83,1098.67,1036.7020547945206,1035.0,1117.44
790853.86,1100.1,1036.7020547945206,1035.0,1117.44
855205.82,1106.24,1036.7020547945206,1035.0,1117.44
896972.05,1106.41,1036.7020547945206,1035.0,1117.44
747841.09,1106.86,1036.7020547945206,1035.0,1117.44
762862.62,1108.9,1036.7020547945206,1035.0,1117.44
837629.62,1111.9,1036.7020547945206,1035.0,1117.44
688065.45,1112.77,1036.7020547945206,1035.0,1117.44
663677.32,1115.89,1036.7020547945206,1035.0,1117.44
808897.21,1117.32,1036.7020547945206,1035.0,1117.44
693698.13,1117.44,1036.7020547945206,1035.0,1117.44
657745.9,1118.47,1178.4008219178081,1175.95,1118.47
770115.24,1118.55,1178.4008219178081,1175.95,1118.47
749845.79,1122.69,1178.4008219178081,1175.95,1118.47
637319.34,1130.91,1178.4008219178081,1175.95,1118.47
844931.21,1137.03,1178.4008219178081,1175.95,1118.47
1007418.76,1140.32,1178.4008219178081,1175.95,1118.47
692934.46,1140.95,1178.4008219178081,1175.95,1118.47
657741.34,1141.59,1178.4008219178081,1175.95,1118.47
670231.94,1145.5,1178.4008219178081,1175.95,1118.47
788025.06,1145.88,1178.4008219178081,1175.95,1118.47
62909.69,1146.07,1178.4008219178081,1175.95,1118.47
57504.05,1151.64,1178.4008219178081,1175.95,1118.47
58461.05,1152.33,1178.4008219178081,1175.95,1118.47
95295.34,1153.0,1178.4008219178081,1175.95,1118.47
49069.13,1155.28,1178.4008219178081,1175.95,1118.47
52875.58,1155.71,1178.4008219178081,1175.95,1118.47
68648.22,1155.99,1178.4008219178081,1175.95,1118.47
55847.79,1156.05,1178.4008219178081,1175.95,1118.47
53585.51,1156.12,1178.4008219178081,1175.95,1118.47
59874.45,1158.22,1178.4008219178081,1175.95,1118.47
54191.14,1158.42,1178.4008219178081,1175.95,1118.47
80904.19,1159.5,1178.4008219178081,1175.95,1118.47
59496.33,1161.01,1178.4008219178081,1175.95,1118.47
64187.8,1161.9,1178.4008219178081,1175.95,1118.47
73952.9,1162.28,1178.4008219178081,1175.95,1118.47
64208.84,1162.68,1178.4008219178081,1175.95,1118.47
64464.61,1163.03,1178.4008219178081,1175.95,1118.47
60099.83,1163.67,1178.4008219178081,1175.95,1118.47
70773.76,1164.87,1178.4008219178081,1175.95,1118.47
64001.61,1168.86,1178.4008219178081,1175.95,1118.47
61286.98,1169.26,1178.4008219178081,1175.95,1118.47
67763.91,1169.48,1178.4008219178081,1175.95,1118.47
67826.07,1169.94,1178.4008219178081,1175.95,1118.47
63958.04,1170.01,1178.4008219178081,1175.95,1118.47
74677.72,1174.53,1178.4008219178081,1175.95,1118.47
85044.45,1175.34,1178.4008219178081,1175.95,1118.47
75280.41,1175.95,1178.4008219178081,1175.95,1233.27
81397.07,1178.2,1178.4008219178081,1175.95,1233.27
87607.71,1179.16,1178.4008219178081,1175.95,1233.27
80751.29,1180.38,1178.4008219178081,1175.95,1233.27
76689.38,1181.37,1178.4008219178081,1175.95,1233.27
83209.77,1182.3,1178.4008219178081,1175.95,1233.27
77987.53,1182.56,1178.4008219178081,1175.95,1233.27
95788.53,1186.44,1178.4008219178081,1175.95,1233.27
85466.99,1187.71,1178.4008219178081,1175.95,1233.27
88111.17,1187.99,1178.4008219178081,1175.95,1233.27
89694.96,1188.82,1178.4008219178081,1175.95,1233.27
66246.3,1190.83,1178.4008219178081,1175.95,1233.27
76704.46,1193.06,1178.4008219178081,1175.95,1233.27
74543.98,1196.53,1178.4008219178081,1175.95,1233.27
61419.11,1200.0,1178.4008219178081,1175.95,1233.27
65918.28,1200.13,1178.4008219178081,1175.95,1233.27
65350.24,1200.48,1178.4008219178081,1175.95,1233.27
75046.37,1200.59,1178.4008219178081,1175.95,1233.27
76836.1,1200.61,1178.4008219178081,1175.95,1233.27
61221.98,1201.07,1178.4008219178081,1175.95,1233.27
69970.75,1201.46,1178.4008219178081,1175.95,1233.27
113578.24,1202.46,1178.4008219178081,1175.95,1233.27
66069.21,1203.52,1178.4008219178081,1175.95,1233.27
62870.49,1206.53,1178.4008219178081,1175.95,1233.27
57355.52,1208.54,1178.4008219178081,1175.95,1233.27
80034.32,1211.27,1178.4008219178081,1175.95,1233.27
450816.39,1212.71,1178.4008219178081,1175.95,1233.27
489802.88,1219.02,1178.4008219178081,1175.95,1233.27
549945.76,1219.69,1178.4008219178081,1175.95,1233.27
488679.31,1221.24,1178.4008219178081,1175.95,1233.27
350559.81,1221.36,1178.4008219178081,1175.95,1233.27
466759.99,1222.54,1178.4008219178081,1175.95,1233.27
513738.98,1223.94,1178.4008219178081,1175.95,1233.27
641759.57,1227.21,1178.4008219178081,1175.95,1233.27
553096.84,1228.51,1178.4008219178081,1175.95,1233.27
534249.47,1228.73,1178.4008219178081,1175.95,1233.27
725296.29,1233.27,1178.4008219178081,1175.95,1233.27
485706.68,1233.92,1291.6998630136989,1285.09,1233.92
536479.42,1235.29,1291.6998630136989,1285.09,1233.92
553307.04,1237.02,1291.6998630136989,1285.09,1233.92
498640.23,1238.66,1291.6998630136989,1285.09,1233.92
655682.95,1238.86,1291.6998630136989,1285.09,1233.92
577774.74,1239.16,1291.6998630136989,1285.09,1233.92
526664.87,1241.24,1291.6998630136989,1285.09,1233.92
589471.32,1241.84,1291.6998630136989,1285.09,1233.92
565795.06,1243.29,1291.6998630136989,1285.09,1233.92
690517.19,1243.4,1291.6998630136989,1285.09,1233.92
571994.5,1247.8,1291.6998630136989,1285.09,1233.92
500233.69,1248.89,1291.6998630136989,1285.09,1233.92
597168.12,1249.75,1291.6998630136989,1285.09,1233.92
634515.74,1250.53,1291.6998630136989,1285.09,1233.92
582909.73,1252.86,1291.6998630136989,1285.09,1233.92
560494.92,1253.46,1291.6998630136989,1285.09,1233.92
543504.66,1253.5,1291.6998630136989,1285.09,1233.92
684346.48,1254.81,1291.6998630136989,1285.09,1233.92
562542.86,1256.47,1291.6998630136989,1285.09,1233.92
565160.95,1258.62,1291.6998630136989,1285.09,1233.92
633521.98,1259.46,1291.6998630136989,1285.09,1233.92
534488.54,1259.86,1291.6998630136989,1285.09,1233.92
625558.14,1263.25,1291.6998630136989,1285.09,1233.92
552368.94,1267.44,1291.6998630136989,1285.09,1233.92
465911.37,1269.64,1291.6998630136989,1285.09,1233.92
504619.83,1269.74,1291.6998630136989,1285.09,1233.92
408485.16,1272.64,1291.6998630136989,1285.09,1233.92
449818.01,1274.53,1291.6998630136989,1285.09,1233.92
453631.25,1275.64,1291.6998630136989,1285.09,1233.92
453173.22,1278.14,1291.6998630136989,1285.09,1233.92
417750.36,1279.45,1291.6998630136989,1285.09,1233.92
408403.96,1279.51,1291.6998630136989,1285.09,1233.92
485736.1,1282.64,1291.6998630136989,1285.09,1233.92
355432.28,1282.87,1291.6998630136989,1285.09,1233.92
399883.99,1283.8,1291.6998630136989,1285.09,1233.92
609985.34,1284.68,1291.6998630136989,1285.09,1233.92
490022.14,1285.09,1291.6998630136989,1285.09,1233.92
409343.56,1285.58,1291.6998630136989,1285.09,1233.92
401331.33,1286.83,1291.6998630136989,1285.09,1233.92
437771.89,1293.69,1291.6998630136989,1285.09,1233.92
491738.0,1294.45,1291.6998630136989,1285.09,1233.92
96233.08,1295.6,1291.6998630136989,1285.09,1233.92
90867.51,1296.65,1291.6998630136989,1285.09,1233.92
98473.23,1298.02,1291.6998630136989,1285.09,1233.92
108457.82,1303.04,1291.6998630136989,1285.09,1364.73
79973.14,1305.94,1291.6998630136989,1285.09,1364.73
90242.31,1306.18,1291.6998630136989,1285.09,1364.73
99703.72,1308.88,1291.6998630136989,1285.09,1364.73
111038.95,1312.01,1291.6998630136989,1285.09,1364.73
118541.11,1313.43,1291.6998630136989,1285.09,1364.73
99554.55,1313.49,1291.6998630136989,1285.09,1364.73
106083.75,1314.24,1291.6998630136989,1285.09,1364.73
109153.84,1314.78,1291.6998630136989,1285.09,1364.73
98900.48,1325.91,1291.6998630136989,1285.09,1364.73
90745.72,1326.8,1291.6998630136989,1285.09,1364.73
60624.47,1328.38,1291.6998630136989,1285.09,1364.73
73043.2,1329.64,1291.6998630136989,1285.09,1364.73
76139.58,1329.82,1291.6998630136989,1285.09,1364.73
83731.42,1332.27,1291.6998630136989,1285.09,1364.73
68953.29,1336.09,1291.6998630136989,1285.09,1364.73
69798.09,1336.46,1291.6998630136989,1285.09,1364.73
81830.13,1338.84,1291.6998630136989,1285.09,1364.73
78162.92,1339.36,1291.6998630136989,1285.09,1364.73
91825.07,1341.9,1291.6998630136989,1285.09,1364.73
128846.15,1346.16,1291.6998630136989,1285.09,1364.73
127351.46,1347.62,1291.6998630136989,1285.09,1364.73
140413.9,1350.16,1291.6998630136989,1285.09,1364.73
137246.7,1355.5,1291.6998630136989,1285.09,1364.73
108655.36,1355.67,1291.6998630136989,1285.09,1364.73
149376.79,1358.02,1291.6998630136989,1285.09,1364.73
130908.11,1359.19,1291.6998630136989,1285.09,1364.73
130841.08,1361.01,1291.6998630136989,1285.09,1364.73
121942.61,1364.73,1291.6998630136989,1285.09,1364.73
137050.23,1365.23,1418.6020547945204,1409.23,1365.23
170547.18,1366.32,1418.6020547945204,1409.23,1365.23
136771.79,1366.39,1418.6020547945204,1409.23,1365.23
136964.3,1369.82,1418.6020547945204,1409.23,1365.23
139612.52,1373.11,1418.6020547945204,1409.23,1365.23
118172.53,1373.95,1418.6020547945204,1409.23,1365.23
124145.62,1375.02,1418.6020547945204,1409.23,1365.23
119890.65,1376.7,1418.6020547945204,1409.23,1365.23
119902.96,1377.1,1418.6020547945204,1409.23,1365.23
103413.11,1377.24,1418.6020547945204,1409.23,1365.23
125724.96,1381.31,1418.6020547945204,1409.23,1365.23
112363.86,1381.67,1418.6020547945204,1409.23,1365.23
109546.92,1381.84,1418.6020547945204,1409.23,1365.23
100207.14,1383.12,1418.6020547945204,1409.23,1365.23
132760.1,1383.67,1418.6020547945204,1409.23,1365.23
153920.35,1386.85,1418.6020547945204,1409.23,1365.23
114052.94,1387.96,1418.6020547945204,1409.23,1365.23
107040.29,1388.02,1418.6020547945204,1409.23,1365.23
106221.32,1388.5,1418.6020547945204,1409.23,1365.23
116253.44,1389.65,1418.6020547945204,1409.23,1365.23
5040365.47,1390.96,1418.6020547945204,1409.23,1365.23
4695737.21,1391.25,1418.6020547945204,1409.23,1365.23
5259354.3,1391.44,1418.6020547945204,1409.23,1365.23
5775536.27,1394.87,1418.6020547945204,1409.23,1365.23
4575710.62,1395.75,1418.6020547945204,1409.23,1365.23
4804278.16,1396.48,1418.6020547945204,1409.23,1365.23
5755190.69,1396.94,1418.6020547945204,1409.23,1365.23
5148983.51,1397.24,1418.6020547945204,1409.23,1365.23
5830427.96,1398.54,1418.6020547945204,1409.23,1365.23
4592461.81,1402.21,1418.6020547945204,1409.23,1365.23
4999031.79,1402.53,1418.6020547945204,1409.23,1365.23
5063309.38,1402.83,1418.6020547945204,1409.23,1365.23
4943781.29,1403.1,1418.6020547945204,1409.23,1365.23
5216784.63,1403.79,1418.6020547945204,1409.23,1365.23
4759791.13,1404.65,1418.6020547945204,1409.23,1365.23
5106508.12,1405.75,1418.6020547945204,1409.23,1365.23
5806392.78,1409.23,1418.6020547945204,1409.23,1365.23
5647385.15,1410.31,1418.6020547945204,1409.23,1365.23
5193221.0,1411.83,1418.6020547945204,1409.23,1365.23
5616434.08,1415.1,1418.6020547945204,1409.23,1365.23
6232081.27,1417.42,1418.6020547945204,1409.23,1365.23
5428238.87,1417.63,1418.6020547945204,1409.23,1365.23
5557616.27,1421.47,1418.6020547945204,1409.23,1365.23
5225200.52,1421.74,1418.6020547945204,1409.23,1365.23
5451636.92,1426.87,1418.6020547945204,1409.23,1485.73
6718011.83,1427.11,1418.6020547945204,1409.23,1485.73
5641742.02,1427.36,1418.6020547945204,1409.23,1485.73
5952597.29,1434.77,1418.6020547945204,1409.23,1485.73
6741662.31,1435.48,1418.6020547945204,1409.23,1485.73
6374842.9,1438.14,1418.6020547945204,1409.23,1485.73
6236903.31,1439.39,1418.6020547945204,1409.23,1485.73
5621713.64,1441.14,1418.6020547945204,1409.23,1485.73
5289138.5,1446.07,1418.6020547945204,1409.23,1485.73
6650357.96,1449.04,1418.6020547945204,1409.23,1485.73
8567534.49,1451.76,1418.6020547945204,1409.23,1485.73
4923565.04,1453.59,1418.6020547945204,1409.23,1485.73
5871080.81,1454.28,1418.6020547945204,1409.23,1485.73
5636644.51,1457.64,1418.6020547945204,1409.23,1485.73
5467155.55,1459.37,1418.6020547945204,1409.23,1485.73
5341821.67,1460.04,1418.6020547945204,1409.23,1485.73
5571812.77,1460.66,1418.6020547945204,1409.23,1485.73
5557163.11,1467.23,1418.6020547945204,1409.23,1485.73
5990243.89,1469.41,1418.6020547945204,1409.23,1485.73
6700134.25,1469.92,1418.6020547945204,1409.23,1485.73
5951871.32,1472.84,1418.6020547945204,1409.23,1485.73
5699944.93,1473.56,1418.6020547945204,1409.23,1485.73
5871224.58,1477.67,1418.6020547945204,1409.23,1485.73
9032180.67,1478.04,1418.6020547945204,1409.23,1485.73
4929884.26,1478.7,1418.6020547945204,1409.23,1485.73
5570915.26,1479.81,1418.6020547945204,1409.23,1485.73
6024932.34,1480.91,1418.6020547945204,1409.23,1485.73
5777334.9,1484.89,1418.6020547945204,1409.23,1485.73
156698.24,1485.73,1418.6020547945204,1409.23,1485.73
139917.89,1491.19,1560.7813698630139,1563.12,1491.19
157146.19,1491.28,1560.7813698630139,1563.12,1491.19
156114.08,1491.87,1560.7813698630139,1563.12,1491.19
138858.86,1492.44,1560.7813698630139,1563.12,1491.19
133618.33,1494.63,1560.7813698630139,1563.12,1491.19
169281.16,1496.73,1560.7813698630139,1563.12,1491.19
164322.04,1497.39,1560.7813698630139,1563.12,1491.19
171793.87,1498.06,1560.7813698630139,1563.12,1491.19
140920.61,1505.12,1560.7813698630139,1563.12,1491.19
156565.98,1506.87,1560.7813698630139,1563.12,1491.19
167396.56,1509.8,1560.7813698630139,1563.12,1491.19
146737.74,1510.75,1560.7813698630139,1563.12,1491.19
168780.22,1513.77,1560.7813698630139,1563.12,1491.19
161443.98,1516.24,1560.7813698630139,1563.12,1491.19
171077.53,1517.2,1560.7813698630139,1563.12,1491.19
227728.43,1517.39,1560.7813698630139,1563.12,1491.19
179026.88,1517.59,1560.7813698630139,1563.12,1491.19
203298.37,1526.1,1560.7813698630139,1563.12,1491.19
178525.52,1529.16,1560.7813698630139,1563.12,1491.19
173059.32,1529.5,1560.7813698630139,1563.12,1491.19
179321.9,1531.14,1560.7813698630139,1563.12,1491.19
173896.82,1534.35,1560.7813698630139,1563.12,1491.19
187575.03,1541.74,1560.7813698630139,1563.12,1491.19
182856.82,1541.79,1560.7813698630139,1563.12,1491.19
216118.9,1541.99,1560.7813698630139,1563.12,1491.19
193654.01,1542.45,1560.7813698630139,1563.12,1491.19
201173.1,1545.79,1560.7813698630139,1563.12,1491.19
207093.88,1547.03,1560.7813698630139,1563.12,1491.19
199980.3,1552.26,1560.7813698630139,1563.12,1491.19
194630.86,1552.91,1560.7813698630139,1563.12,1491.19
212527.72,1553.42,1560.7813698630139,1563.12,1491.19
190799.99,1553.92,1560.7813698630139,1563.12,1491.19
192767.09,1555.89,1560.7813698630139,1563.12,1491.19
261492.2,1557.89,1560.7813698630139,1563.12,1621.21
182141.55,1558.39,1560.7813698630139,1563.12,1621.21
180944.22,1563.02,1560.7813698630139,1563.12,1621.21
204005.24,1563.12,1560.7813698630139,1563.12,1621.21
177919.28,1563.5,1560.7813698630139,1563.12,1621.21
178788.49,1565.24,1560.7813698630139,1563.12,1621.21
182876.15,1566.33,1560.7813698630139,1563.12,1621.21
183944.05,1569.19,1560.7813698630139,1563.12,1621.21
159386.69,1571.89,1560.7813698630139,1563.12,1621.21
176146.34,1573.19,1560.7813698630139,1563.12,1621.21
201741.43,1573.28,1560.7813698630139,1563.12,1621.21
156798.51,1574.72,1560.7813698630139,1563.12,1621.21
150139.38,1577.51,1560.7813698630139,1563.12,1621.21
254009.7,1581.74,1560.7813698630139,1563.12,1621.21
167270.13,1584.0,1560.7813698630139,1563.12,1621.21
152671.15,1584.01,1560.7813698630139,1563.12,1621.21
159942.68,1591.6,1560.7813698630139,1563.12,1621.21
166006.29,1591.75,1560.7813698630139,1563.12,1621.21
661137.13,1592.71,1560.7813698630139,1563.12,1621.21
690669.34,1594.45,1560.7813698630139,1563.12,1621.21
668601.5,1599.13,1560.7813698630139,1563.12,1621.21
664020.49,1600.11,1560.7813698630139,1563.12,1621.21
602481.22,1601.29,1560.7813698630139,1563.12,1621.21
751897.89,1601.74,1560.7813698630139,1563.12,1621.21
641881.96,1602.4,1560.7813698630139,1563.12,1621.21
711146.61,1602.79,1560.7813698630139,1563.12,1621.21
807041.46,1602.88,1560.7813698630139,1563.12,1621.21
687650.27,1604.0,1560.7813698630139,1563.12,1621.21
690302.58,1609.03,1560.7813698630139,1563.12,1621.21
708914.17,1610.27,1560.7813698630139,1563.12,1621.21
675172.63,1610.43,1560.7813698630139,1563.12,1621.21
720501.55,1610.6,1560.7813698630139,1563.12,1621.21
729117.42,1613.43,1560.7813698630139,1563.12,1621.21
775671.49,1614.56,1560.7813698630139,1563.12,1621.21
808677.78,1614.86,1560.7813698630139,1563.12,1621.21
773773.53,1614.87,1560.7813698630139,1563.12,1621.21
751850.01,1617.91,1560.7813698630139,1563.12,1621.21
817690.89,1619.79,1560.7813698630139,1563.12,1621.21
731125.01,1620.45,1560.7813698630139,1563.12,1621.21
761027.42,1621.21,1560.7813698630139,1563.12,1621.21
791332.34,1625.01,1681.6968493150684,1687.21,1625.01
797060.27,1626.32,1681.6968493150684,1687.21,1625.01
772151.2,1626.47,1681.6968493150684,1687.21,1625.01
937317.45,1627.96,1681.6968493150684,1687.21,1625.01
786250.22,1628.65,1681.6968493150684,1687.21,1625.01
804902.52,1628.79,1681.6968493150684,1687.21,1625.01
868197.41,1629.69,1681.6968493150684,1687.21,1625.01
824216.23,1631.8,1681.6968493150684,1687.21,1625.01
803571.87,1632.72,1681.6968493150684,1687.21,1625.01
887105.04,1634.59,1681.6968493150684,1687.21,1625.01
817870.17,1640.06,1681.6968493150684,1687.21,1625.01
835938.63,1640.89,1681.6968493150684,1687.21,1625.01
978376.13,1642.66,1681.6968493150684,1687.21,1625.01
779868.01,1643.19,1681.6968493150684,1687.21,1625.01
832529.06,1643.24,1681.6968493150684,1687.21,1625.01
710718.98,1643.43,1681.6968493150684,1687.21,1625.01
751812.42,1643.45,1681.6968493150684,1687.21,1625.01
757271.96,1646.15,1681.6968493150684,1687.21,1625.01
799946.53,1646.78,1681.6968493150684,1687.21,1625.01
827010.39,1648.84,1681.6968493150684,1687.21,1625.01
772997.09,1652.19,1681.6968493150684,1687.21,1625.01
863391.73,1653.86,1681.6968493150684,1687.21,1625.01
773078.09,1654.85,1681.6968493150684,1687.21,1625.01
726401.24,1655.56,1681.6968493150684,1687.21,1625.01
729325.61,1656.67,1681.6968493150684,1687.21,1625.01
1133491.66,1660.38,1681.6968493150684,1687.21,1625.01
745439.17,1661.6,1681.6968493150684,1687.21,1625.01
797741.43,1663.16,1681.6968493150684,1687.21,1625.01
802874.94,1663.25,1681.6968493150684,1687.21,1625.01
783068.03,1663.35,1681.6968493150684,1687.21,1625.01
162993.77,1664.74,1681.6968493150684,1687.21,1625.01
175425.57,1676.05,1681.6968493150684,1687.21,1625.01
207386.27,1678.36,1681.6968493150684,1687.21,1625.01
207513.04,1680.08,1681.6968493150684,1687.21,1625.01
141356.34,1682.3,1681.6968493150684,1687.21,1625.01
174892.99,1685.8,1681.6968493150684,1687.21,1739.62
193723.22,1687.21,1681.6968493150684,1687.21,1739.62
239070.13,1687.32,1681.6968493150684,1687.21,1739.62
254760.33,1690.4,1681.6968493150684,1687.21,1739.62
203681.71,1690.53,1681.6968493150684,1687.21,1739.62
186044.56,1693.25,1681.6968493150684,1687.21,1739.62
213527.77,1696.6,1681.6968493150684,1687.21,1739.62
235243.88,1698.9,1681.6968493150684,1687.21,1739.62
202012.62,1699.0,1681.6968493150684,1687.21,1739.62
210445.12,1699.25,1681.6968493150684,1687.21,1739.62
216548.9,1701.31,1681.6968493150684,1687.21,1739.62
232157.91,1702.0,1681.6968493150684,1687.21,1739.62
234132.09,1702.84,1681.6968493150684,1687.21,1739.62
208608.84,1703.77,1681.6968493150684,1687.21,1739.62
234349.47,1704.24,1681.6968493150684,1687.21,1739.62
214374.41,1705.39,1681.6968493150684,1687.21,1739.62
