Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
86,86,-0.22313919988452383,-0.2312089427164519,-0.18809976469431802,-0.2088647052492785,-0.23239952184788065,-0.2303761274380646,-0.222137678568504,-0.1755796145322505,0,-1.2212820385676062,0
47,65,-0.2141345397865187,-0.23117338412302574,-0.16127824845619237,-0.20910618792720906,-0.23363386682805232,-0.2319593576502663,-0.22228520318813166,-0.1755796145322505,0,-1.2212820385676062,0
8,98,-0.22456116312713845,-0.23123242972869495,-0.19360679844362944,-0.20564326118584894,-0.23097610052156406,-0.22840490973163402,-0.2224124785268213,-0.1755796145322505,0,-1.2212820385676062,0
144,64,-0.21540394547409578,-0.231122694549649,-0.16876309542874257,-0.20354454872520633,-0.22961162169538904,-0.226672019541952,-0.22219662283163946,-0.1755796145322505,0,-1.2212820385676062,0
105,79,-0.21834016804946946,-0.2308117347291914,-0.17698479920518045,-0.19171320030333053,-0.23154346137704715,-0.22929618200550986,-0.22198007029885453,-0.1755796145322505,0,-1.2212820385676062,0
66,58,-0.210394981586604,-0.23110411680519558,-0.1664838007705152,-0.17291924091982025,-0.21821531794488971,-0.21162353257019342,-0.22228954817553945,-0.1736957558480727,0,-1.2212820385676062,0
27,88,-0.21468147389590533,-0.23094822186025024,-0.18483211155743481,-0.15779265430596037,-0.21267184323606186,-0.20442249807929072,-0.22176782176303012,-0.1755796145322505,0,-1.2212820385676062,0
154,90,-0.22039092555295423,-0.23111045695457927,-0.19733515733636292,-0.1691497847213876,-0.21595396606176903,-0.20891407986783517,-0.22129827618986112,-0.1755796145322505,0,-1.2212820385676062,0
115,80,-0.21595635237040509,-0.23099995494948564,-0.18143700920148506,-0.1615333559196221,-0.2208072974044971,-0.21514568170260495,-0.22185849263233168,-0.1755796145322505,0,-1.2212820385676062,0
76,85,-0.22036298538310403,-0.23096313939377516,-0.19911646489217477,-0.17180674557698414,-0.21358074206372282,-0.20619162723907267,-0.2200311384942372,-0.1755796145322505,0,-1.2212820385676062,0
37,60,-0.2107749638426502,-0.23111640183280432,-0.16272385779201928,-0.21169903257275005,-0.21989516398926603,-0.21427054541985352,-0.22084779117466016,-0.1755796145322505,0,-1.2212820385676062,0
166,76,-0.21877259929468515,-0.23090638636082578,-0.18660180035542873,-0.21206911989842628,-0.21897670335571592,-0.21305431519183024,-0.2208547595506915,-0.1755796145322505,0,-1.2212820385676062,0
129,72,-0.2169346434372041,-0.23109777665581188,-0.1858484331222758,-0.21199327851788158,-0.21322327450824505,-0.20563052629189196,-0.22030220832185538,-0.1755796145322505,0,-1.2212820385676062,0
90,96,-0.2145061854533848,-0.23072600041489463,-0.17706306594833718,-0.21166180980929253,-0.2159586709164165,-0.20894936729693034,-0.22120936790979098,-0.1755796145322505,0,-1.2212820385676062,0
51,79,-0.2114453512841327,-0.2305126488543376,-0.16041530446060207,-0.21081182800574047,-0.22593229354402436,-0.22201614280723306,-0.2215629515077094,-0.1755796145322505,0,-1.2212820385676062,0
12,73,-0.22917551301661557,-0.2309083627166187,-0.20734750353908254,-0.21051795428824346,-0.23024249808861288,-0.22782402745314126,-0.22122350961408985,-0.1755796145322505,0,-1.2212820385676062,0
142,75,-0.23195887688888833,-0.2309433204978838,-0.2153604600119079,-0.21170554655635512,-0.23003166178972345,-0.2279917131017697,-0.21985832276866055,-0.1755796145322505,0,-1.2212820385676062,0
103,72,-0.2321096623033985,-0.23102356054307624,-0.21693861786437119,-0.21210075924736513,-0.2284868876607757,-0.22594638241284906,-0.21986922622762722,-0.1755796145322505,0,-1.2212820385676062,0
64,66,-0.23231248552414527,-0.23095231686945317,-0.21990132636254164,-0.21233945021803638,-0.22564526699121026,-0.2221462224831911,-0.22000478163665993,-0.1755796145322505,0,-1.2212820385676062,0
25,69,-0.2326026764311518,-0.23087523899352938,-0.2155797879427256,-0.2116670209961766,-0.23210980825523556,-0.2309504293414393,-0.21963697435354818,-0.1696917789747707,0,-1.2212820385676062,0
157,55,-0.22668484189679972,-0.23052699719739414,-0.19644034688348355,-0.21170666323925882,-0.23519722716081215,-0.2345162555461718,-0.22078478885724764,-0.1755796145322505,0,-1.2212820385676062,0
119,65,-0.23289666643680512,-0.22994235162673332,-0.21662962866879118,-0.211219975607052,-0.23310277594040107,-0.231776742189252,-0.22069678236701684,-0.1755796145322505,0,-1.2212820385676062,0
80,64,-0.23385253934680236,-0.22995307928597727,-0.21984068292466707,-0.21161202436316814,-0.23247306562106612,-0.23078902922423727,-0.22117210759324707,-0.1755796145322505,0,-1.2212820385676062,0
41,60,-0.23458758096098822,-0.23100654016698766,-0.21990424143330228,-0.2110594524396415,-0.2336783804312902,-0.23234639360349038,-0.221281388125597,-0.1755796145322505,0,-1.2212820385676062,0
2,52,-0.2302185074822437,-0.23113794411094712,-0.20722850055068134,-0.2108506327366449,-0.23370934729787068,-0.2321339587236623,-0.22205631253072658,-0.1755796145322505,0,-1.2212820385676062,0
118,60,-0.23309119650318869,-0.2307751484307529,-0.21601292094950114,-0.21113436325109972,-0.23347806921671985,-0.23211506192342524,-0.22117915795017287,-0.1755796145322505,0,-1.2212820385676062,0
79,59,-0.2342805663015898,-0.23085556239525512,-0.22017426335820198,-0.21046975080956604,-0.2325315315518792,-0.23080205595461345,-0.22136861579733016,-0.1755796145322505,0,-1.2212820385676062,0
40,52,-0.23147573404717703,-0.23056250045285814,-0.21264466049867475,-0.21102036853801112,-0.23221870941668762,-0.23062350129535225,-0.22065013523805424,-0.1755796145322505,0,-1.2212820385676062,0
1,52,-0.22579456714285862,-0.23056524363469869,-0.1952826402342304,-0.2108708260858206,-0.23353521697704982,-0.23188634363062693,-0.22210972308348423,-0.1755796145322505,0,-1.2212820385676062,0
133,59,-0.23324395675403814,-0.23089135815137643,-0.21755763438614398,-0.21101208647314185,-0.23199129458902962,-0.23063656823168638,-0.2196908358012255,-0.1755796145322505,0,-1.2212820385676062,0
94,70,-0.2334281840818657,-0.23091289252409605,-0.21893281694120167,-0.21127608892296418,-0.23090103578243654,-0.22856228925304092,-0.22162767542390616,-0.1755796145322505,0,-1.2212820385676062,0
55,77,-0.23438844101271,-0.2308427635151402,-0.21884974988209155,-0.21135658314894104,-0.23444618431839198,-0.2334071741960884,-0.22114083188200062,-0.1755796145322505,0,-1.2212820385676062,0
16,75,-0.2344816231731182,-0.2294066248146588,-0.22163436499738293,-0.2120751685974881,-0.2331364399865855,-0.23186475303120715,-0.2205636863848187,-0.1755796145322505,0,-1.2212820385676062,0
150,52,-0.1345157522610683,-0.0007202350651559905,-0.22241213245245803,-0.20976735726312293,-0.1757069460652851,-0.1790354376779789,-0.14998293211464023,-0.1755796145322505,0,-1.2212820385676062,1
111,61,-0.15036163056042154,-0.03259743893416639,-0.22793371664043777,-0.2115804780711379,-0.1833690046541382,-0.18128119506728615,-0.17408838937708793,-0.1755796145322505,0,-1.2212820385676062,1
72,49,-0.12534464125794365,0.02523715867563618,-0.21936570910167505,-0.20997301303122565,-0.18058316287555481,-0.1920385537548589,-0.12998020871674792,-0.17481487981887137,0,-1.2212820385676062,1
33,60,-0.14275784754927917,-0.007893102198622914,-0.2254103117974051,-0.21084663128957326,-0.19159016018352243,-0.19454593131255457,-0.1667631915025214,-0.175426441503924,0,-1.2212820385676062,1
160,52,-0.14981051223034533,-0.033771789546317925,-0.22113422688833778,-0.20967495175283968,-0.188442125715268,-0.19990799889471408,-0.13772600957047523,-0.17419992684905877,0,-1.2212820385676062,1
122,53,-0.1431117689152174,-0.018348008532309754,-0.22043438566957846,-0.20787588253802997,-0.1858185608629303,-0.19460003512997087,-0.14325467812327403,-0.1755796145322505,0,-1.2212820385676062,1
83,66,-0.1479052034502075,-0.022998966619782343,-0.22150561188626675,-0.20829640670819108,-0.19528464729544306,-0.19907077683031063,-0.1678477987365721,-0.1755796145322505,0,-1.2212820385676062,1
44,65,-0.149590207943645,-0.033651050018217,-0.2164886339214894,-0.20799611206399768,-0.1936803628390687,-0.19638165494068968,-0.16968802387510087,-0.17418918778065212,0,-1.2212820385676062,1
5,52,-0.12496349494880593,-0.0020166137893854095,-0.19282196339534272,-0.21018713697801492,-0.1766762373806191,-0.19129179509584562,-0.11644852425377175,-0.17511500852013104,0,-1.2212820385676062,1
138,62,-0.14251424772247678,-0.04442384132305987,-0.1914699851357413,-0.20970724250013908,-0.18544401792980963,-0.20152272377397754,-0.12056728538319912,-0.1755796145322505,0,-1.2212820385676062,1
99,62,-0.14523778447802504,-0.050830404166804184,-0.19551967452077923,-0.20982951927809698,-0.18180614117025276,-0.1947447095686652,-0.12659181537629693,-0.1755796145322505,0,-1.2212820385676062,1
60,48,-0.12068206134784001,-0.029309439044875023,-0.16951198624269329,-0.20695880670334577,-0.1554884416041881,-0.1890145430394766,-0.03772735409425728,-0.1755796145322505,0,-1.2212820385676062,1
21,49,-0.12508119751115127,-0.021511711453072947,-0.16807271365612664,-0.20654265620789086,-0.18269720413729973,-0.22424075186265796,-0.039979287284895144,-0.1755796145322505,0,-1.2212820385676062,1
148,60,-0.139084898088826,-0.024428535913608083,-0.1937433582969535,-0.20620420823115354,-0.19668817438723743,-0.21665759994738723,-0.11974309046048343,-0.17542248500503735,0,-1.2212820385676062,1
109,46,-0.09677607674720862,0.041985770031868576,-0.17639238374222885,-0.19998233026232334,-0.15558187961189576,-0.19901447508719297,-0.007771125344575034,-0.1721159823640412,0,-1.2212820385676062,1
70,60,-0.12550109057257058,-0.011826643133266474,-0.19323231566395202,-0.20588660500195238,-0.16594365274791933,-0.18213884175832884,-0.10107968893581003,-0.17479170603967809,0,-1.2212820385676062,1
31,50,-0.10960268799703195,0.007988284235677313,-0.18393907007911955,-0.20405971177145815,-0.1472325573524599,-0.1773902098786165,-0.04012316375471819,-0.17258567530330066,0,-1.2212820385676062,1
163,68,-0.1354214463749899,-0.01358954459512564,-0.20788810382689035,-0.20291660070567827,-0.18085092385976942,-0.18100268839655834,-0.1648864848659463,-0.17384610280576585,0,-1.2212820385676062,1
125,65,-0.13655608830416432,-0.014661401395856507,-0.20673821222489003,-0.2036982787382858,-0.1847680702458358,-0.18315231334040435,-0.17402128801495106,-0.1755796145322505,0,-1.2212820385676062,1
86,62,-0.11160726849889989,0.0549988871147541,-0.21025228434906135,-0.19927928531751976,-0.18294411774833505,-0.18377665825944225,-0.1647383043991627,-0.1755796145322505,0,-1.2212820385676062,1
47,54,-0.10043643879773967,0.07274513915898172,-0.20606020496917812,-0.17297414449592008,-0.17457343098729958,-0.18276856087374624,-0.134324089382434,-0.17087307649950265,0,-1.2212820385676062,1
8,68,-0.12878295004648266,0.010735118381752012,-0.21032342536369214,-0.17982555245172524,-0.18834717688139116,-0.18771922769216332,-0.17469221965542509,-0.17323114983595322,0,-1.2212820385676062,1
144,61,-0.11966762961777021,0.033490214925856895,-0.2085126847287475,-0.20595109343964252,-0.1849783995560779,-0.18371504932987506,-0.17315040497282555,-0.1755796145322505,0,-1.2212820385676062,1
105,50,-0.08496748494332662,0.12102550320246888,-0.2053971717094246,-0.19409536410770206,-0.18083963829247926,-0.18373428117976173,-0.15636047183939505,-0.1755796145322505,0,-1.2212820385676062,1
66,67,-0.12840465016567565,0.013496063708188169,-0.21360685808588922,-0.20446720797440918,-0.18386992971727176,-0.18249631293047283,-0.17239691857160408,-0.1755796145322505,0,-1.2212820385676062,1
27,54,-0.08344745746689028,0.11333964525396911,-0.19971904573008645,-0.20464317858865452,-0.1714419750478137,-0.1762494462336676,-0.14136411671553079,-0.17418070956875212,0,-1.2212820385676062,1
154,66,-0.12029512952109836,0.030313349475512855,-0.2138183958845888,-0.2049408676394059,-0.17673321276480897,-0.17435303841299812,-0.1690038523201674,-0.16798313666985934,0,-1.2212820385676062,1
115,52,-0.08567669731976102,0.12356417174558716,-0.22001956528681188,-0.206226541889228,-0.16740470277164274,-0.16981646615750629,-0.1448080931024433,-0.1729491079867469,0,-1.2212820385676062,1
76,63,-0.1114361440074877,0.07380667147705033,-0.23042633468201867,-0.20814984207707718,-0.1808710006102047,-0.17902715525064097,-0.17117532126286716,-0.17156489859054183,0,-1.2212820385676062,1
37,52,-0.08676393159417461,0.12850857914119215,-0.22651212549446756,-0.20566559484392347,-0.1696880072631939,-0.1758874585922471,-0.13530167055873318,-0.17527157283321754,0,-1.2212820385676062,1
166,63,-0.11465112544607389,0.07106387700221635,-0.2288964955807954,-0.2076744143308162,-0.19053057419009437,-0.18989210508169108,-0.17682515757771636,-0.17388905907939248,0,-1.2212820385676062,1
129,49,-0.06585644061800262,0.1937765591996608,-0.22246735269601162,-0.20080690752981567,-0.18565856538559772,-0.19878855780946528,-0.12988617663077237,-0.17435196944913195,0,-1.2212820385676062,1
90,64,-0.11565050266862467,0.07383069605806905,-0.22966416410126958,-0.2047350257574859,-0.1969619583965826,-0.1989987009496901,-0.17484884415434068,-0.1755796145322505,0,-1.2212820385676062,1
51,63,-0.1073050875337536,0.09521650216003218,-0.2294633564205834,-0.20240255434233015,-0.195668153787849,-0.19846498025987414,-0.17125098962847782,-0.1755796145322505,0,-1.2212820385676062,1
12,53,-0.06267091377654738,0.1939951757720502,-0.22140112611635432,-0.20267800279191567,-0.17588203966453597,-0.20059270635862272,-0.08475708789139737,-0.1755796145322505,0,-1.2212820385676062,1
142,65,-0.11641899198743684,0.07483936481138873,-0.22987387479009072,-0.20284503994293124,-0.20089664658984754,-0.20220835597491904,-0.18093813905408251,-0.1755796145322505,0,-1.2212820385676062,1
103,65,-0.12152415241162595,0.05984502219491205,-0.23014418739156203,-0.20441342108121308,-0.1990402975177807,-0.2044244681712303,-0.16665571454985015,-0.1755796145322505,0,-1.2212820385676062,1
64,52,-0.11569359290259094,0.06685620761367196,-0.22650732517851416,-0.21050027347560119,-0.1913931646747058,-0.20955561953489021,-0.12004805938797161,-0.1755796145322505,0,-1.2212820385676062,1
25,57,-0.13537315554561988,0.02013119605209493,-0.2291363369725211,-0.20905444828600314,-0.19732209271234544,-0.20583065814858695,-0.1559611429023534,-0.16796504981780605,0,-1.2212820385676062,1
157,64,-0.14041661826030563,0.00950268662555824,-0.2312976418578253,-0.21011064419910977,-0.19859653035475003,-0.2048905892437444,-0.16343611987114598,-0.1755796145322505,0,-1.2212820385676062,1
119,53,-0.10744424110431224,0.079514805994424,-0.22567711136488278,-0.20970231048398097,-0.17984317238564698,-0.18990556067561876,-0.13351223258433847,-0.17481996674601138,0,-1.2212820385676062,1
80,65,-0.13061654215269788,0.0341226962121295,-0.23141705179342667,-0.20964824442005894,-0.19576248409557606,-0.19738845233374522,-0.17507900551561034,-0.17345497463011297,0,-1.2212820385676062,1
41,63,-0.124460351821764,0.05419230469397178,-0.23201459977412772,-0.21033435300748934,-0.19914289174045968,-0.19881491951589525,-0.18422745848354705,-0.1755796145322505,0,-1.2212820385676062,1
2,52,-0.09790542831569113,0.11742365801326225,-0.22753403635452757,-0.2093031894028079,-0.19284047530608583,-0.2010482666661816,-0.15192989637778992,-0.175428137146304,0,-1.2212820385676062,1
118,63,-0.1214250573248177,0.060324596786198184,-0.22990839886174846,-0.21032970016205715,-0.1989516353431311,-0.19938261424018,-0.18171798231288125,-0.1755796145322505,0,-1.2212820385676062,1
79,59,-0.12255936625372962,0.05647503516190731,-0.23065946559746356,-0.2066008167757932,-0.1974754060793059,-0.20835669127077192,-0.14830273368214825,-0.1755796145322505,0,-1.2212820385676062,1
40,56,-0.12067932495437869,0.06660157393331251,-0.23087366101053178,-0.20765543072145293,-0.20350425143956644,-0.2199939707500923,-0.13708155775892025,-0.1755796145322505,0,-1.2212820385676062,1
1,49,-0.06193012718391995,0.20569131259792095,-0.21889705541785354,-0.20979490210808152,-0.19057167068984907,-0.23003296958695124,-0.05409643830584354,-0.1755796145322505,0,-1.2212820385676062,1
133,63,-0.11620584575855283,0.07937024742630681,-0.2295815870398087,-0.20700961577546523,-0.2058648108612017,-0.2265180843309429,-0.1266699841591894,-0.1755796145322505,0,-1.2212820385676062,1
94,64,-0.1213722319005689,0.06263347839398556,-0.2295951823983133,-0.2077778936132281,-0.20238857222219486,-0.22168489932165925,-0.1273996141201154,-0.1755796145322505,0,-1.2212820385676062,1
55,64,-0.1312024778319583,0.029568508409701304,-0.22938230748738447,-0.20197588841619854,-0.19529316470471864,-0.21561795428668554,-0.1172721043197788,-0.1755796145322505,0,-1.2212820385676062,1
16,53,-0.1203499210947231,0.056360896662154734,-0.22534361398179686,-0.21177506006711197,-0.19551856171756016,-0.22178616472775228,-0.09931759158972644,-0.1755796145322505,0,-1.2212820385676062,1
150,70,-0.07349883718132162,-0.19965773478277166,0.08217796389340232,-0.05105051750632748,-0.0960521446598315,-0.05313995555793938,-0.21303091288541343,-0.1755796145322505,0,-1.2212820385676062,2
111,64,-0.06021849714775549,-0.19626561256488625,0.11580243308735207,-0.03468785597495262,-0.09673458179849148,-0.054201352641892665,-0.2125433725059048,-0.1755796145322505,0,-1.2212820385676062,2
72,68,-0.06692861748924277,-0.19653527445469507,0.08695134658615823,0.01350687535310058,-0.0899123296244377,-0.04439312260168753,-0.21496295662576664,-0.1755796145322505,0,-1.2212820385676062,2
33,57,-0.058348237369158396,-0.19121569148620898,0.1315784306218109,0.02717963388321904,-0.12266512455388928,-0.08722269353500316,-0.21637171631661528,-0.1755796145322505,0,-1.2212820385676062,2
160,69,-0.08827227800053368,-0.199201070107837,0.06976364090916258,-0.025052836710886758,-0.13604626857924132,-0.10531111278149276,-0.21514147002351006,-0.1755796145322505,0,-1.2212820385676062,2
122,65,-0.08067994440711206,-0.19932783356839473,0.07556196580336778,0.00468777906402317,-0.11961735216053593,-0.0846832316228625,-0.21181800555149202,-0.1755796145322505,0,-1.2212820385676062,2
83,57,-0.03831342715045018,-0.19439330795175433,0.17300696779921018,0.14098637201635997,-0.11141465101791542,-0.07625330202718186,-0.20444148763697723,-0.1755796145322505,0,-1.2212820385676062,2
44,58,-0.005697716440819734,-0.1853261670341614,0.23366919999044458,0.2623767829194238,-0.09612402551025365,-0.05818747852906083,-0.19788346697301135,-0.1755796145322505,0,-1.2212820385676062,2
5,65,-0.03139565363658274,-0.1906379789716697,0.1483817289904712,0.3329206197688134,-0.08285563576007354,-0.03950675851202041,-0.201381099855365,-0.1755796145322505,0,-1.2212820385676062,2
138,68,-0.05610387930437057,-0.18913106301753238,0.08533996855408678,0.24423719971749638,-0.08467776309844385,-0.043163959457189954,-0.19756144601947007,-0.1755796145322505,0,-1.2212820385676062,2
99,260,0.04487099398564333,-0.1848974717464081,0.3739186110374708,0.24503367379857835,-0.08893956036698283,-0.04794381796424439,-0.2001705699673837,-0.1755796145322505,0,-1.2212820385676062,2
60,259,-0.057068679517057026,-0.20419819086515065,0.08043770817454117,0.3317512666547959,-0.0722811504671653,-0.024828085941496787,-0.20352854839598036,-0.1755796145322505,0,-1.2212820385676062,2
21,259,-0.055944036282720676,-0.20369594352020812,0.09339469940276937,0.18069784943863107,-0.06834732415460089,-0.019701022183561945,-0.203307199980868,-0.1755796145322505,0,-1.2212820385676062,2
148,68,-0.044697960104855425,-0.2045128029911136,0.12948101644693802,0.33666941733352707,-0.08897253490860689,-0.047445545527355366,-0.20182785473986686,-0.1755796145322505,0,-1.2212820385676062,2
109,68,-0.0409374286797128,-0.20031437504225688,0.12883486734347027,0.20934439513861633,-0.06652662652421613,-0.017831217305070188,-0.20166581950191512,-0.1755796145322505,0,-1.2212820385676062,2
70,259,0.02152907418616286,-0.18760294471844863,0.31589879498271517,0.1808164039402432,-0.08937159581271371,-0.04892886393404838,-0.19890429307115187,-0.1755796145322505,0,-1.2212820385676062,2
31,71,-0.007824247430120593,-0.18111695608809855,0.18886824153472304,0.4219257375533118,-0.07165611458315897,-0.022110739469394135,-0.20933562406645384,-0.17526648590607755,0,-1.2212820385676062,2
163,77,-0.033567214948335686,-0.19332963326400618,0.13541615865085924,0.1853191485787886,-0.05509441783771106,-0.00030274643496671234,-0.20978578115807686,-0.16560075912596212,0,-1.2212820385676062,2
125,69,-0.019316520836835657,-0.184802235113459,0.16937792063341514,0.22683965230509434,-0.062118715127509154,-0.009579118661407642,-0.21018937310163177,-0.16036518067065492,0,-1.2212820385676062,2
86,67,0.009298151179809228,-0.16325994906523586,0.2508374054220103,0.18856004153612474,-0.08483324637681497,-0.03891676288305875,-0.21126996327185266,-0.17434179559485194,0,-1.2212820385676062,2
47,69,-0.008432308805082682,-0.18707841989100835,0.21776606052358055,0.18698979925967,-0.07582148261097085,-0.02764813183219279,-0.2092152761133483,-0.1755796145322505,0,-1.2212820385676062,2
8,70,-0.014490081632351083,-0.18897976902887295,0.19933148523526362,0.20388623521902546,-0.07392937055971954,-0.024829868405632644,-0.21018609386585235,-0.1755796145322505,0,-1.2212820385676062,2
144,73,-0.022504416323636294,-0.18993728969427195,0.16722546892597648,0.20631716084352625,-0.0618312728440042,-0.009944121749674474,-0.20682979604559265,-0.17527383368972418,0,-1.2212820385676062,2
105,71,-0.01460848204742042,-0.1897724379048731,0.16697450707912692,0.25572135281322234,-0.03947019380008905,0.019624411886504333,-0.20690366083152462,-0.1748182711036314,0,-1.2212820385676062,2
66,63,8.326946392103442e-05,-0.18512954334903564,0.2096050832354664,0.25906367780098016,-0.04639152169560913,0.009437187084665354,-0.20467365753016176,-0.16174317271146663,0,-1.2212820385676062,2
27,69,0.013220040053882491,-0.1790608029536863,0.22630095584831889,0.30899336213378753,-0.03399897511328237,0.023993981994652913,-0.19858854365603879,-0.16877839294607844,0,-1.2212820385676062,2
154,68,0.003364063336993165,-0.18020923958868107,0.19880669775294924,0.2630729416529877,-0.028466978627430688,0.03375076181066654,-0.20624580514372112,-0.16630840721254797,0,-1.2212820385676062,2
115,69,0.003531747790911081,-0.1854688678278332,0.1932683041540878,0.2709166154256613,-0.01522636171535276,0.05187863650389223,-0.2084352688927606,-0.16257912440480568,0,-1.2212820385676062,2
76,62,0.03023144533284253,-0.18103677928629147,0.2477769133251633,0.2373427994698978,0.009691572614680939,0.08414781773763798,-0.20769772777551665,-0.1446838799404332,0,-1.2212820385676062,2
37,79,-0.016312299607861385,-0.1821591122139734,0.13935573144554114,0.1943141224252027,-0.014790239941124226,0.052229098437366714,-0.20786943675901776,-0.16085126481958767,0,-1.2212820385676062,2
166,72,0.02853176566261983,-0.17808039608820533,0.26796999882103606,0.2139663456771344,-0.022159106995211335,0.03965996547061178,-0.19924582547758085,-0.16042961508109482,0,-1.2212820385676062,2
129,71,0.016799955032304737,-0.18134906721784194,0.22056991842791,0.2509630739035412,-0.005207819893589165,0.06251793709693432,-0.19998890030520258,-0.16928991173071115,0,-1.2212820385676062,2
90,80,-0.017313162301148342,-0.18142421617051185,0.13289075229200514,0.2047367753640294,-0.012480065051263164,0.053565611489593955,-0.20161519629956998,-0.17468205449910487,0,-1.2212820385676062,2
51,79,0.0013209416743100106,-0.16903087635886205,0.1760250792519221,0.20054511997108002,-0.015331480741495561,0.04473226871381712,-0.18605997741799418,-0.1755796145322505,0,-1.2212820385676062,2
12,70,0.013414998677125624,-0.1738955654672039,0.2006128623081529,0.5089998314265435,-0.030371694416455264,0.026374563362956495,-0.19089512859388807,-0.17306780295334676,0,-1.2212820385676062,2
142,82,-0.02976817421457688,-0.18577315547113396,0.11326279188153587,0.15915368617706319,-0.0215849423520807,0.04003179016974432,-0.19738457223961636,-0.16977034373837727,0,-1.2212820385676062,2
103,81,-0.025418458185873672,-0.17828440343857344,0.11001585152663836,0.1794653106836445,-0.014207760684176942,0.050513684437407516,-0.19919995716711592,-0.1755796145322505,0,-1.2212820385676062,2
64,68,-0.0037685185114162737,-0.1756677558012898,0.18936794778143326,0.1808191025905939,-0.03878178433516321,0.018604172301507065,-0.20094508446804085,-0.1755796145322505,0,-1.2212820385676062,2
25,82,-0.04707713404982616,-0.189278957674228,0.08813720733762921,0.17706258130246272,-0.0489745680152501,0.0025656404191725653,-0.19667638028259846,-0.12620194321258138,0,-1.2212820385676062,2
